설문번호,그룹번호,설문문항번호,설문문항
1440,16,5,"▯응답요령▯   ① 성과 매우 낮음 ~③ 성과 낮음 ~⑤, ⑥보통이다 ~⑧ 성과 높음 ~⑩ 성과 매우 높음▯업무성과수준 참고▯    ▹ &lt; 업무성과 1 수준 &gt;          : 계약감사의 기존 사례와 원칙에 대해 전혀 숙지하지 못하고 있어,             감사 쟁점 및 처리방향을 정하지 못하고,             사안을 처리할 때 정확한 법규･판례 등 적용근거가 부족함.             계속적인"
1440,16,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
1440,17,3,현재의 지식역량으로  사전컨설팅･적극행정 면잭제도 업무시 달성가능한 업무성과 수준
1440,17,4,4. 귀하가 현재 가지고 있는 지식･역량으로      사전컨설팅･적극행정 면잭제도를 활용하여 업무를 할 때     아래의 성과를 어느정도 달성가능하십니까?   ■ 기관별 참여확대 및 운영 활성화   ■ 제도에 대한 이해관계자 만족도･신뢰도 향상    ■ 제도에 대한 긍정적 인식 및 적극행정 조직문화 확산     해당하는 수준(1번~10번)에 (v)표하여 주십시오.
1440,17,5,"▯응답요령▯   ① 성과 매우 낮음 ~③ 성과 낮음 ~⑤, ⑥보통이다 ~⑧ 성과 높음 ~⑩ 성과 매우 높음▯업무성과수준 참고▯    ▹ &lt; 업무성과 1 수준 &gt;          : 사전컨설팅･적극행정 면책제도에 대한 개념, 절차, 적용사례를 제대로 알지 못해            조직내 제도 확산에 소극적이고             참여 신청건에 대해 해결의지가 부족하여             조직내에서 제도의 효용성에"
1440,17,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
1441,1,1,감사실무과정의 성과기여도 사전측정 설문을 시작합니다. 
1441,1,3,직급
1441,1,4,근무연수
1441,1,9,직렬(직종)
1441,1,10,근무처
1441,1,11,현재업무 담당기간
1441,13,1,■ 이제부터 귀하가 현재 가지고 있는 감사실무역량으로       업무를 수행하였을 경우 예상되는 업무성과수준에 대하여 설문을 실시합니다. ■  5문항(5가지) 업무영역에 대하여 설문합니다. 
1441,13,3,현재의 지식역량으로  감사계획 수립시 달성가능한 업무성과 수준
1441,13,4,1. 귀하가 현재 가지고 있는 지식･역량으로      감사계획을 수립하여 이에 따라 감사일정을 진행할 때      아래의 성과를 어느정도 달성가능하십니까?       ■ 감사목표의 실현가능성 향상    ■ 본 감사 기간단축 및 감사 낭비요인 제거    ■ 감사성과･품질 향상     해당하는 수준(1번~10번)에 (v)표하여 주십시오.
1441,13,5,"▯응답요령▯   ① 성과 매우 낮음 ~③ 성과 낮음 ~⑤, ⑥보통이다 ~⑧ 성과 높음 ~⑩ 성과 매우 높음▯업무성과수준 참고▯    ▹&lt; 업무성과 1 수준 &gt;          : 사전조사･기본절차 등이 지켜지지 않은 부실한 감사계획이 수립되어              행정력 낭비･시간 비용  등의 손실이 많은 반면 감사성과는 미흡    ▹ &lt; 업무성과 10  수준 &gt;          : 치밀한 사전준비, "
1441,13,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
1441,14,3,현재의 지식역량으로  감사중 감사보고서 작성시 달성가능한 업무성과 수준
1441,14,4,3. 귀하가 현재 가지고 있는 지식･역량으로      감사 중 감사보고서를 작성할 때     아래의 성과를 어느정도 달성가능하십니까?   ■ 보고서내 논리성･공정성 등 요건‧형식 확보로 감사결과의 전문성･객관성 강화   ■ 시기별 종류별 보고서 작성능력 확보로 감사 진행절차의 처리속도 상승   ■ 처분요구에 대한 재심의 감소     해당하는 수준(1번~10번)에 (v)표하여 주십시오.
1441,14,5,"▯응답요령▯   ① 성과 매우 낮음 ~③ 성과 낮음 ~⑤, ⑥보통이다 ~⑧ 성과 높음 ~⑩ 성과 매우 높음▯업무성과수준 참고▯    ▹&lt; 업무성과 1 수준 &gt;          : 작성된 감사보고서에 중요 작성요소가 누락되거나,핵심사항을 한눈에 파악 곤란,            법령에 따른 기준과 명확한 사실관계 보다 추정‧자의적 판단 개입, 객관성 결여,             재심의 등 불복절차 계속 또는 처분요구 번복"
1441,14,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
1441,15,3,"현재의 지식역량으로 감사결과를 보고하고, 사후처리를 할때 달성가능한 업무성과 수준"
1441,15,4,"2. 귀하가 현재 가지고 있는 지식･역량으로      감사 완료후 감사결과를 보고하고, 사후처리를 할때     아래의 성과를 어느정도 달성가능하십니까?   ■ 감사전반의 투명성･신뢰향상   ■ 처분요구･이행관리 합리성 향상   ■ 감사효과에 대한 긍정인식 확대     해당하는 수준(1번~10번)에 (v)표하여 주십시오."
1441,15,5,"▯응답요령▯   ① 성과 매우 낮음 ~③ 성과 낮음 ~⑤, ⑥보통이다 ~⑧ 성과 높음 ~⑩ 성과 매우 높음▯업무성과수준 참고▯    ▹&lt; 업무성과 1 수준 &gt;          : 감사 후 보고 및 처리절차에서 중요한 요소가 누락되거나 불분명하게 처리되어             감사결과에 대한 신뢰가 떨어지고, 처분요구사항의 이행관리가 미흡하여             감사결과가 완료되지 못하고 미결사항이 누적되고 있음 "
1441,15,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
1441,16,3,현재의 지식역량으로 계약감사 업무시 달성가능한 업무성과 수준
1441,16,4,5. 귀하가 현재 가지고 있는 지식･역량으로      계악감사업무를 할 때     아래의 성과를 어느정도 달성가능하십니까?   ■ 정확하고 신속한 처리방향 설정으로 후속 진행절차의 적합성･효율성 상승   ■ 계약쟁점 및 적용규정의  정확도 향상   ■ 이해관계자의 감사결과에 대한 만족･신뢰향상     해당하는 수준(1번~10번)에 (v)표하여 주십시오.
1441,16,5,"▯응답요령▯   ① 성과 매우 낮음 ~③ 성과 낮음 ~⑤, ⑥보통이다 ~⑧ 성과 높음 ~⑩ 성과 매우 높음▯업무성과수준 참고▯    ▹ &lt; 업무성과 1 수준 &gt;          : 계약감사의 기존 사례와 원칙에 대해 전혀 숙지하지 못하고 있어,             감사 쟁점 및 처리방향을 정하지 못하고,             사안을 처리할 때 정확한 법규･판례 등 적용근거가 부족함.             계속적인"
1441,16,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
1441,17,3,현재의 지식역량으로  사전컨설팅･적극행정 면잭제도 업무시 달성가능한 업무성과 수준
1441,17,4,4. 귀하가 현재 가지고 있는 지식･역량으로      사전컨설팅･적극행정 면잭제도를 활용하여 업무를 할 때     아래의 성과를 어느정도 달성가능하십니까?   ■ 기관별 참여확대 및 운영 활성화   ■ 제도에 대한 이해관계자 만족도･신뢰도 향상    ■ 제도에 대한 긍정적 인식 및 적극행정 조직문화 확산     해당하는 수준(1번~10번)에 (v)표하여 주십시오.
1441,17,5,"▯응답요령▯   ① 성과 매우 낮음 ~③ 성과 낮음 ~⑤, ⑥보통이다 ~⑧ 성과 높음 ~⑩ 성과 매우 높음▯업무성과수준 참고▯    ▹ &lt; 업무성과 1 수준 &gt;          : 사전컨설팅･적극행정 면책제도에 대한 개념, 절차, 적용사례를 제대로 알지 못해            조직내 제도 확산에 소극적이고             참여 신청건에 대해 해결의지가 부족하여             조직내에서 제도의 효용성에"
1441,17,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
1442,1,1,감사실무과정의 성과기여도 사전측정 설문을 시작합니다. 
1442,1,3,직급
1442,1,4,근무연수
1442,1,9,직렬(직종)
1442,1,10,근무처
1442,1,11,현재업무 담당기간
1442,13,1,■ 이제부터 귀하가 현재 가지고 있는 감사실무역량으로       업무를 수행하였을 경우 예상되는 업무성과수준에 대하여 설문을 실시합니다. ■  5문항(5가지) 업무영역에 대하여 설문합니다. 
1442,13,3,현재의 지식역량으로  감사계획 수립시 달성가능한 업무성과 수준
1442,13,4,1. 귀하가 현재 가지고 있는 지식･역량으로      감사계획을 수립하여 이에 따라 감사일정을 진행할 때      아래의 성과를 어느정도 달성가능하십니까?       ■ 감사목표의 실현가능성 향상    ■ 본 감사 기간단축 및 감사 낭비요인 제거    ■ 감사성과･품질 향상     해당하는 수준(1번~10번)에 (v)표하여 주십시오.
1442,13,5,"▯응답요령▯   ① 성과 매우 낮음 ~③ 성과 낮음 ~⑤, ⑥보통이다 ~⑧ 성과 높음 ~⑩ 성과 매우 높음▯업무성과수준 참고▯    ▹&lt; 업무성과 1 수준 &gt;          : 사전조사･기본절차 등이 지켜지지 않은 부실한 감사계획이 수립되어              행정력 낭비･시간 비용  등의 손실이 많은 반면 감사성과는 미흡    ▹ &lt; 업무성과 10  수준 &gt;          : 치밀한 사전준비, "
1442,13,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
1442,14,3,현재의 지식역량으로  감사중 감사보고서 작성시 달성가능한 업무성과 수준
1442,14,4,3. 귀하가 현재 가지고 있는 지식･역량으로      감사 중 감사보고서를 작성할 때     아래의 성과를 어느정도 달성가능하십니까?   ■ 보고서내 논리성･공정성 등 요건‧형식 확보로 감사결과의 전문성･객관성 강화   ■ 시기별 종류별 보고서 작성능력 확보로 감사 진행절차의 처리속도 상승   ■ 처분요구에 대한 재심의 감소     해당하는 수준(1번~10번)에 (v)표하여 주십시오.
1442,14,5,"▯응답요령▯   ① 성과 매우 낮음 ~③ 성과 낮음 ~⑤, ⑥보통이다 ~⑧ 성과 높음 ~⑩ 성과 매우 높음▯업무성과수준 참고▯    ▹&lt; 업무성과 1 수준 &gt;          : 작성된 감사보고서에 중요 작성요소가 누락되거나,핵심사항을 한눈에 파악 곤란,            법령에 따른 기준과 명확한 사실관계 보다 추정‧자의적 판단 개입, 객관성 결여,             재심의 등 불복절차 계속 또는 처분요구 번복"
1442,14,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
1442,15,3,"현재의 지식역량으로 감사결과를 보고하고, 사후처리를 할때 달성가능한 업무성과 수준"
1442,15,4,"2. 귀하가 현재 가지고 있는 지식･역량으로      감사 완료후 감사결과를 보고하고, 사후처리를 할때     아래의 성과를 어느정도 달성가능하십니까?   ■ 감사전반의 투명성･신뢰향상   ■ 처분요구･이행관리 합리성 향상   ■ 감사효과에 대한 긍정인식 확대     해당하는 수준(1번~10번)에 (v)표하여 주십시오."
1442,15,5,"▯응답요령▯   ① 성과 매우 낮음 ~③ 성과 낮음 ~⑤, ⑥보통이다 ~⑧ 성과 높음 ~⑩ 성과 매우 높음▯업무성과수준 참고▯    ▹&lt; 업무성과 1 수준 &gt;          : 감사 후 보고 및 처리절차에서 중요한 요소가 누락되거나 불분명하게 처리되어             감사결과에 대한 신뢰가 떨어지고, 처분요구사항의 이행관리가 미흡하여             감사결과가 완료되지 못하고 미결사항이 누적되고 있음 "
1442,15,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
1442,16,3,현재의 지식역량으로 계약감사 업무시 달성가능한 업무성과 수준
1442,16,4,5. 귀하가 현재 가지고 있는 지식･역량으로      계악감사업무를 할 때     아래의 성과를 어느정도 달성가능하십니까?   ■ 정확하고 신속한 처리방향 설정으로 후속 진행절차의 적합성･효율성 상승   ■ 계약쟁점 및 적용규정의  정확도 향상   ■ 이해관계자의 감사결과에 대한 만족･신뢰향상     해당하는 수준(1번~10번)에 (v)표하여 주십시오.
1442,16,5,"▯응답요령▯   ① 성과 매우 낮음 ~③ 성과 낮음 ~⑤, ⑥보통이다 ~⑧ 성과 높음 ~⑩ 성과 매우 높음▯업무성과수준 참고▯    ▹ &lt; 업무성과 1 수준 &gt;          : 계약감사의 기존 사례와 원칙에 대해 전혀 숙지하지 못하고 있어,             감사 쟁점 및 처리방향을 정하지 못하고,             사안을 처리할 때 정확한 법규･판례 등 적용근거가 부족함.             계속적인"
1442,16,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
1442,17,3,현재의 지식역량으로  사전컨설팅･적극행정 면잭제도 업무시 달성가능한 업무성과 수준
1442,17,4,4. 귀하가 현재 가지고 있는 지식･역량으로      사전컨설팅･적극행정 면잭제도를 활용하여 업무를 할 때     아래의 성과를 어느정도 달성가능하십니까?   ■ 기관별 참여확대 및 운영 활성화   ■ 제도에 대한 이해관계자 만족도･신뢰도 향상    ■ 제도에 대한 긍정적 인식 및 적극행정 조직문화 확산     해당하는 수준(1번~10번)에 (v)표하여 주십시오.
1442,17,5,"▯응답요령▯   ① 성과 매우 낮음 ~③ 성과 낮음 ~⑤, ⑥보통이다 ~⑧ 성과 높음 ~⑩ 성과 매우 높음▯업무성과수준 참고▯    ▹ &lt; 업무성과 1 수준 &gt;          : 사전컨설팅･적극행정 면책제도에 대한 개념, 절차, 적용사례를 제대로 알지 못해            조직내 제도 확산에 소극적이고             참여 신청건에 대해 해결의지가 부족하여             조직내에서 제도의 효용성에"
1442,17,6,▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭▭
1443,1,1,감사실무과정의 성과기여도 사전측정 설문을 시작합니다. 
